income,expenses,debts,savings
29392,26657,16530,1082
70677,20400,10318,49245
51737,33653,18253,16258
55844,18953,13467,35544
16693,35356,18319,0
32030,18058,17929,12179
63306,26809,13784,35118
54301,15682,23553,36263
47791,58241,11673,0
58472,13460,21744,42837
74536,30098,20874,42350
46684,41433,23854,2865
51040,40363,15870,9090
52888,38513,11057,13269
85881,26827,25383,56515
18509,43510,13326,0
60248,39133,10932,20021
48277,32122,14051,14749
58501,32405,10091,25086
40139,26960,17630,11416
49265,20903,11971,27164
60671,42371,13562,16943
96693,43122,19838,51587
62120,21158,18118,39150
37279,28462,15077,7309
43643,28565,15854,13492
43198,29673,15061,12018
23065,30642,12844,0
45048,39468,14987,4081
60992,22527,17454,36719
30886,21536,14369,7913
65727,42366,17098,21651
57316,25373,10816,30861
38986,17369,11980,20419
47877,25148,11328,21596
73974,26699,12174,46057
61003,45549,21435,13310
50131,39248,18630,9020
46434,41475,9615,3997
51149,38199,17187,11231
42323,39462,13047,1556
18428,23119,11588,0
80632,28013,7571,51861
52329,20100,19859,30243
55972,27895,8180,27259
49131,36841,14740,10816
38973,31345,10268,6601
47211,43114,18879,2209
26009,18585,13328,6091
84156,35002,14327,47721
31482,17516,14496,12516
34520,30941,16512,1927
43396,37403,15065,4486
69321,27854,14783,39988
50217,35511,12407,13465
31457,20402,7126,10342
68815,13363,9407,54511
60965,35570,18592,23535
58076,47440,13470,9289
60736,20039,11679,39529
85915,42221,7971,42896
82776,30434,6401,51701
39699,16643,11483,21907
74358,18684,19440,53730
55747,30157,12214,24368
57486,25955,17002,29830
24615,16870,11984,6546
47444,13059,18194,32565
37807,21532,13241,14950
62420,31938,8840,29598
66066,29935,13655,34765
18882,24987,24170,0
49669,32018,23949,15256
66827,40400,17432,24683
47199,33941,14314,11826
60935,28786,16519,30497
55267,39280,16584,14328
55124,20401,14800,33243
45930,27750,17204,16459
31751,27989,16041,2157
33177,17630,13420,14205
60640,25801,9023,33936
50291,9250,12699,39771
47922,49121,18997,0
43641,20625,14842,21531
45422,45861,16501,0
65703,30380,13584,33964
44971,35648,9702,8352
29884,25112,13806,3391
61154,32079,9887,28086
46926,36504,9568,9465
50470,36645,21028,11722
74113,37747,12899,35076
49691,26316,11292,22245
54337,25196,23089,26832
32316,14058,19074,16350
46704,35232,13142,10157
59142,40823,17138,16605
26669,46159,13821,0
53012,33051,11536,18807
51511,22335,17373,27438
50619,13029,13378,36252
65557,40416,15377,23603
55016,12037,20106,40968
72171,26593,19556,43622
35096,27756,12249,6115
52038,29305,17430,20990
51267,30358,9360,19973
33961,31381,17252,854
64344,5846,15742,56923
84870,30146,16894,53034
49744,7704,13512,40688
57575,37322,25420,17711
51267,24448,10493,25769
39296,8429,19857,28881
22688,21857,9841,0
39413,24299,17521,13361
29120,41906,17878,0
75561,31966,15274,42067
48273,33444,12523,13576
44811,41812,15705,1428
63337,29038,16335,32665
33173,37541,23949,0
38497,36838,10638,595
51021,17135,12220,32664
65431,44729,16423,19059
57525,15796,13719,40357
53724,39173,14499,13101
51171,14829,20351,34306
56003,36012,898,19901
53024,48619,12010,3204
34550,27870,6288,6051
50691,27436,9020,22353
33894,36104,27023,0
51216,26706,17990,22711
42790,48182,19757,0
88090,31921,14597,54709
49401,26798,18793,20723
28936,24597,6167,3722
47987,20670,20191,25297
57790,23722,10900,32978
75100,26493,12343,47372
41158,25123,17525,14282
26263,23418,16582,1186
62252,50988,15423,9721
29291,19699,8184,8773
43457,31466,15499,10441
46135,35925,19802,8229
48955,36301,12337,11420
60337,29413,21574,28766
39745,27592,10636,11089
45894,34515,15032,9875
49785,32665,22676,14852
52243,27410,11593,23673
51467,14381,20269,35059
56540,25320,24873,28732
62657,18534,15855,42537
55889,23328,12364,31324
56803,30332,11136,25357
26266,33587,21523,0
50753,47804,21383,810
57192,24625,22246,30342
60934,37746,14835,21704
39614,33059,20189,4536
40114,42959,14755,0
41388,35762,10584,4567
58046,19915,20620,36069
65508,12769,23169,50422
43888,33112,9896,9786
63619,24715,9802,37923
51852,20196,15199,30136
48135,17324,19780,28833
46829,31609,9330,14287
61199,45077,16135,14508
54883,25913,12047,27765
84137,35902,18504,46384
37216,28977,11010,7138
57771,17106,18859,38779
42061,37348,14208,3292
36960,19053,10314,16875
49836,30216,15318,18088
52060,26584,5310,24945
93772,38930,12204,53621
47237,19418,16687,26150
33047,33908,6141,0
54095,21602,2144,32278
18880,24888,3303,0
48620,-6352,21635,52808
50240,50920,14616,0
61919,35505,12337,25180
64604,22326,19725,40305
42446,18753,12977,22395
47740,25043,16342,21062
38508,37168,15128,0
33079,11079,12645,20735
54648,28584,16470,24417
30896,47706,18866,0
43780,18660,14075,23712
35072,30803,12697,2999
58245,52033,13287,4883
77021,36321,3510,40349
30476,31259,16415,0
22204,35066,8954,0
48126,25991,18148,20320
50235,42996,14547,5784
53279,26006,15525,25720
43305,10408,18501,31046
46990,26086,10367,19867
55512,20332,16846,33495
65606,27188,16338,36784
20674,27409,14076,0
44465,41974,10359,1455
53207,36952,17976,14457
36230,32632,18517,1746
75967,29970,15568,44440
40468,19411,9648,20092
49380,8188,12362,39955
58340,31131,14698,25739
41130,37946,18442,1339
22301,28916,7082,0
43570,24651,12180,17701
65441,34645,12986,29497
44946,29166,14583,14321
37303,46857,8493,0
63885,42327,13912,20166
45038,39595,13447,4098
42347,37577,9812,3788
52241,17098,14410,33702
61561,36629,12294,23702
85725,33763,17477,50214
62408,36064,10573,25286
67397,34926,15449,30926
42410,34527,10958,6787
34611,57008,12001,0
50934,29238,16486,20047
51607,39363,16173,10626
33822,25290,12914,7240
47370,37906,13652,8098
55989,39393,7731,15822
55405,33644,22013,19559
57564,46692,18437,9028
54364,21157,18257,31381
42394,25127,7024,16564
42291,32123,12022,8965
32015,38808,13327,0
76771,31794,5344,44442
50201,42857,19449,5399
46627,23383,22269,21017
36068,18594,25309,14943
94034,33081,9770,59976
33900,29228,15586,3113
43567,35428,21614,5977
56237,29725,13731,25138
59003,26599,12165,31187
64368,29250,5669,34551
77114,30288,20663,44759
57592,26950,14903,29151
34159,27968,11353,5055
46145,25964,16419,18539
54617,38566,15765,14474
81023,31940,15841,47498
29032,52567,13914,0
68038,31607,23111,34119
52698,24491,14331,26773
62567,56706,23096,3551
48470,34136,17820,12552
37363,39901,16755,0
61263,35921,14433,23898
59816,36230,19869,21599
64580,35356,15564,27667
49800,18979,10339,29787
41002,33675,10172,6309
26618,16751,17112,8155
62290,28256,10463,32987
56358,22743,14688,32146
35513,33574,20285,0
41921,33341,16519,6928
42998,34811,11389,7048
27755,32872,22049,0
37734,23931,17739,12029
32992,27389,20088,3594
43812,39203,3662,4242
38919,40678,16654,0
25594,18532,19210,5141
80338,14690,23501,63297
68788,22731,7680,45289
38314,40452,21030,0
54086,42148,23221,9615
56261,20752,4913,35017
67866,33073,17392,33053
37720,48344,18088,0
66381,34153,13364,30891
41781,44215,12549,0
29962,39987,18339,0
60862,20898,11925,38771
69361,28100,13913,39869
88818,30347,19062,56564
32004,31041,23770,0
60483,39163,17689,19551
43852,34086,15667,8199
61750,637,12418,59871
27942,16871,9946,10076
31058,8126,20547,20877
38361,31753,14232,5184
51184,32404,20753,16704
40383,32832,13352,6215
59885,20410,11753,38299
65403,36741,17103,26951
58993,37162,14617,20369
74281,17448,8972,55935
56237,15339,24086,38489
31746,29998,11865,561
70450,47917,19637,20569
40922,46997,19209,0
63656,35634,8702,27151
73606,22700,9988,49907
56850,38868,13492,16632
27557,25475,10671,1014
36226,22324,23632,11538
69841,8560,13999,59881
47463,31023,19448,14495
51193,23701,17568,25735
61382,30964,16320,28786
60444,7006,15201,51917
54181,31698,21185,20364
46869,5688,10874,40093
45309,40879,23631,2066
62868,35218,8563,26793
58303,27213,18907,29199
46140,35627,7974,9715
66231,20219,13421,44669
48064,30723,15466,15794
37225,37947,12566,0
38615,-942,14091,38147
35318,25527,8065,8984
45913,29773,10062,15133
68505,28037,17491,38718
37923,44571,15148,0
52827,18760,11547,32912
40149,23788,21621,14198
46095,10841,8900,34364
27349,45102,13192,0
46691,27537,12471,17906
47094,25615,18075,19671
58104,29475,15240,27105
53349,36362,14459,15541
32024,33473,5778,0
66262,56478,19325,7851
53154,34539,13910,17224
52975,25347,15578,26070
49862,24386,11257,24350
42233,26072,10470,15114
53267,14981,22496,36036
57133,30398,6133,26121
23796,37834,9729,0
41918,23866,22402,15811
46175,21926,18203,22428
53842,45159,13372,7345
67899,15735,21232,50040
38423,9321,17234,27378
42530,18470,16163,22443
42311,14595,16127,26103
37977,33862,17326,2382
44792,26392,17528,16647
61562,27803,25979,31161
34192,41529,14025,0
56417,23086,14179,31913
24471,37750,8815,0
41579,45113,14740,0
45057,25443,24314,17182
75122,37370,19922,35759
45877,27581,12281,17067
16981,39240,15150,0
20016,14285,8517,4879
50510,13544,10154,35950
59206,26087,15747,31544
55631,21110,12527,33268
52513,24832,9777,26703
67433,27804,17449,37884
41906,37200,14588,3247
63423,25923,7162,36783
25519,21761,4624,3295
36425,26484,12149,8726
22894,22308,7058,0
45877,20659,5655,24652
49306,13869,20644,33372
51711,30694,14511,19565
50928,24312,13672,25248
36086,39662,14057,0
47146,15526,9310,30689
27538,24579,17054,1253
70448,48129,14346,20884
45445,20603,11212,23720
42666,27634,11961,13835
73834,17841,8862,55106
31366,16515,12968,13554
33116,45473,13801,0
33556,31710,12838,562
48981,31336,15275,16117
56474,13036,14607,41977
61095,33587,16153,25892
88579,41574,19715,45033
16258,41494,17965,0
59131,36683,19772,20470
41643,18705,10761,21861
41203,33131,12456,6826
40703,36675,18267,2201
36368,12055,18357,22477
75267,18787,11606,55319
62634,38881,18057,21947
50347,38760,10282,10558
70265,14514,17405,54010
27312,37950,14868,0
30039,30953,8077,0
17330,37810,12829,0
39508,23654,25911,13262
52425,36451,16013,14372
51542,38438,26502,10453
52240,26486,7780,24976
28834,30177,18753,0
62047,23514,2328,38300
53594,46516,14998,5578
60995,28797,18156,30382
21608,20779,19189,0
54672,22841,11003,30730
32183,31267,20195,0
44040,37533,12331,5273
58015,16641,14179,39956
51366,48476,12833,1606
37226,33086,9318,3208
50094,34664,22848,13145
27026,29028,15240,0
67254,30192,20436,35018
46920,28517,20223,16380
66778,40177,10160,25585
42102,29920,21080,10074
42146,37670,17517,2724
38537,25661,9795,11896
63142,31956,17244,29461
39358,21960,9885,16409
59668,42165,23032,15199
44263,21662,19068,20694
20360,26750,14644,0
41445,26850,21324,12462
32313,26460,7090,5144
50508,37224,11253,12158
32143,26833,13737,3936
63889,43939,26178,17332
48633,21815,9647,25853
47336,31693,6463,14996
59838,22242,7778,36818
64458,34209,19531,28295
49698,29840,12029,18655
38431,28449,14204,8561
23390,41884,18814,0
39709,23456,14209,14832
40741,35865,16020,3274
51605,22310,17676,27527
44822,31126,12846,12411
60318,18044,14168,40857
40805,23374,16209,15810
49144,29178,19340,18032
67759,48146,11038,18509
55127,31008,-102,24129
49099,46546,18397,713
40970,32203,19638,6803
40501,26129,16000,12772
37240,45393,16341,0
41884,34370,12178,6296
61334,23572,17500,36012
46671,34705,19265,10039
29753,27074,15282,1150
76522,10109,27456,63667
54799,39359,7181,14721
28895,40949,15814,0
43372,48379,9128,0
51663,34221,19399,15502
75568,27512,7092,47346
33378,38349,8330,0
64640,38498,11834,24958
70992,46382,16329,22977
40570,29553,12022,9814
45837,28344,12072,16285
34455,22844,14095,10201
46948,35374,13788,10195
49451,14517,22437,32690
59894,37760,18429,20291
66352,35878,13377,29136
38778,35850,25485,379
20490,31382,17458,0
49681,45329,10155,3336
54403,38719,16282,14055
53741,23929,17677,28044
45099,24108,11561,19834
51871,21203,9737,29694
72731,35512,15432,35675
55726,19998,13198,34408
44399,40833,22395,1326
42497,43229,18705,0
47452,21209,11796,25063
74551,28144,17129,44694
47250,30166,21335,14950
49703,38839,8030,10061
42765,46093,9886,0
66484,13145,14944,51844
79397,26818,15178,51061
56759,27339,14739,27946
51241,15993,13446,33903
50551,25148,13369,24066
14235,34277,16921,0
61177,27213,20669,31897
52012,14553,12595,36199
56425,58740,27191,0
39328,32661,24803,4186
44233,31116,21646,10952
43834,19020,18112,23002
65324,32607,25039,30213
44318,28357,13549,14606
81239,11114,10836,69041
56462,19297,12370,35928
30864,37949,9985,0
48071,49440,15609,0
40224,33671,16499,4903
17084,41030,16004,0
73992,28442,14937,44056
60547,29134,15665,29846
57998,40909,23681,14720
52481,46627,18100,4044
29269,43010,19612,0
42745,19336,15953,21813
62626,29330,6922,32603
34231,32775,5930,863
12023,27403,25414,0
46593,33878,12340,11481
47873,38205,11916,8476
52033,40028,16228,10382
60927,46858,17752,12293
59564,26705,18384,31020
53881,16359,23872,35134
67932,33582,22503,32099
27215,48838,10945,0
57568,25230,19843,30353
59398,36868,13079,21222
31406,36957,14312,0
27456,31914,9530,0
38810,30069,6534,8087
40076,20765,14842,17826
61301,7183,10220,53096
40781,18881,19639,19936
37154,26096,13594,9698
40825,40974,16542,0
66779,28968,21837,35627
50195,24809,7573,24628
47311,21090,11376,25083
48349,36568,15904,10190
69380,43583,16562,24140
38762,40634,20517,0
69732,36061,19335,31737
53157,15243,15484,36365
47593,26483,16517,19458
87513,49473,16655,36374
34165,41219,7651,0
44694,14624,14218,28648
31513,29444,16242,444
64286,33630,17292,28926
75337,22378,10378,51921
75048,6907,8656,67275
68359,30988,13827,35988
47035,22122,24836,22429
44521,22161,10903,21269
24932,26453,20869,0
80538,28663,22923,49582
57034,29909,15227,25602
42620,21160,11600,20300
69920,27797,17564,40366
35408,12425,15974,21385
56099,33110,10704,21918
47410,1437,11705,44802
59580,27105,17267,30748
49046,39191,19667,7888
28236,19406,13386,7491
51133,37164,14654,12503
65732,41557,18343,22340
49561,-3078,14137,51225
61626,28486,13503,31789
34317,1242,11223,31952
49606,28817,11136,19675
40632,29928,28344,7869
61204,5174,14018,54628
50472,49248,21825,0
60351,32860,23419,25149
66315,21509,14082,43397
60374,44653,16842,14036
54096,12043,15512,40501
35026,17708,6939,16624
49958,7005,7240,42229
42003,48010,15244,0
44839,33323,12875,10228
44381,36594,24457,5341
35301,33010,13817,909
20639,35737,24754,0
39977,30780,12618,7935
52900,32709,24561,17734
29777,31076,17532,0
50235,23914,17816,24539
78504,29533,12441,47726
65345,32735,17884,30821
74653,31105,23463,41201
55866,15222,14275,39216
67512,16550,13303,49631
39140,40828,13766,0
40334,26930,23100,11094
8912,35847,19276,0
67792,19078,22238,46490
73104,15268,16568,56179
41702,21564,15196,18618
46190,27774,17119,16704
38692,23348,20350,13309
55739,42939,13764,11423
66873,31795,21843,32893
23858,48489,16829,0
56141,34044,2968,21800
45849,5874,19417,38033
51700,40560,8638,10276
56884,14904,19295,40050
47176,32305,19507,12920
48446,22253,16649,24528
46791,51427,17718,0
64554,44395,20494,18109
56281,22581,12521,32447
53308,28726,18967,22685
30935,32445,20815,0
44321,38634,23800,3307
63480,30291,9471,32241
50565,19751,17042,29109
59892,22824,10192,36048
76497,29955,9980,45544
65579,42344,16795,21555
51397,34278,15387,15580
42335,22265,20725,17997
11696,36483,13269,0
47474,26130,14329,19911
45109,38904,16057,4599
55855,55270,10690,0
47691,26411,11384,20141
45194,38016,20580,5120
23309,22546,12255,0
35900,28877,20912,4931
57149,30295,18036,25050
75738,28063,7262,46948
48537,54630,17651,0
54917,26934,17612,26221
64287,35868,17114,26707
37836,10699,14290,25708
55502,34319,10299,20153
38892,41420,21731,0
62972,24724,14492,36798
52271,4897,10582,46315
54476,29613,17287,23134
38261,30171,11286,6961
60605,37240,10254,22339
81270,50109,13122,29848
34881,26199,11673,7514
44903,21437,10438,22422
53474,18330,19032,33240
61796,31980,14430,28373
41606,34793,21261,4686
7504,24543,10727,0
70387,37786,6362,31964
61407,34653,15743,25179
23855,30432,24279,0
40886,20975,17654,18145
73522,25181,31076,45233
71716,5702,16660,64348
64079,32357,16177,30104
47358,30263,4223,16672
51244,31884,17139,17646
48036,35043,15843,11408
66923,33858,12962,31768
36862,28896,14316,6534
37913,30486,14659,5961
65154,15956,14100,47788
49334,24162,25448,22627
70677,30504,13145,38858
39927,22641,15846,15701
49178,38601,12980,9279
36163,23413,18917,10858
50110,32163,15883,16358
27821,31165,13600,0
42685,37462,5370,4686
28456,39007,16216,0
60408,36940,13452,22122
60748,8939,14696,50339
24046,41941,9087,0
70008,45273,22166,22518
87461,25178,19283,60354
50690,32366,22153,16108
40383,21091,20734,17218
92364,10516,17961,80051
30215,22612,9288,6674
50301,24598,24216,23281
52694,26451,10361,25206
70177,20410,13657,48401
55396,22665,18534,30877
42520,29889,18782,10752
35732,22297,17861,11648
44872,35435,12998,8137
34896,36816,11965,0
50717,53803,27672,0
41537,41256,14803,0
27589,32431,14191,0
68827,23797,11432,43886
42534,32937,16223,7974
30977,33265,15990,0
47476,24866,14918,21118
51025,37837,16908,11497
23802,16019,23817,5401
54974,27556,12024,26215
34292,35558,15215,0
75665,27124,11760,47365
57859,27932,16473,28279
44001,28622,12157,14163
38822,21643,12372,15941
48425,41739,7702,5915
59191,19819,15488,37823
49617,33181,17148,14721
46742,34136,24302,10175
50875,20513,17347,28627
40942,30731,12751,8935
44851,20903,8201,23127
18713,43910,8893,0
64605,18612,8521,45140
54481,23461,24390,28581
38398,17757,16439,18997
78481,16423,12085,60849
51305,45912,10200,4373
34457,35427,10719,0
62851,31402,11953,30253
55970,23434,21581,30377
55918,39076,14850,15357
43613,21757,7762,21079
56757,37936,26552,16165
46073,21274,9299,23869
58339,23554,12045,33580
21425,37582,21550,0
43491,38638,17075,3145
75832,35974,12650,38593
38493,19503,8843,18105
40942,25532,10166,14393
43280,31568,10467,10665
31777,21507,15035,8766
16875,43709,15955,0
46541,5980,14256,39135
52037,22212,14803,28344
49212,24904,9746,23333
47826,1560,16465,44619
50645,16037,21402,32467
65342,36252,14186,27671
47143,30302,14088,15432
41388,45731,15415,0
45783,45452,20591,0
58690,34330,10526,23307
71180,33132,22254,35822
40577,30659,17106,8207
51484,3449,15143,46520
55075,16054,21066,36914
35111,31006,9089,3196
50306,36160,17610,12385
28014,32896,17151,0
23464,21075,10322,1356
55501,39374,17303,14396
44241,44824,16416,0
53034,39379,14106,12244
49731,39895,19314,7904
35353,24407,12141,9731
49321,40759,16351,6926
31503,31457,14341,0
70864,35115,11926,34556
29660,33654,17514,0
47063,28785,13961,16881
34365,21399,7634,12202
58556,29178,5994,28778
45028,39867,18945,3266
42219,25585,8896,15744
62798,38933,16396,22225
50441,37370,15274,11543
57749,27010,13157,29423
35280,43888,24783,0
28927,26444,15898,893
51608,45095,18778,4635
45217,34341,16424,9233
59396,29841,13842,28170
48801,21121,14904,26189
53076,29117,22292,21729
25649,27962,20440,0
78326,17417,24759,58433
47536,27823,16108,18102
60463,21961,10615,37440
37458,35859,12797,319
54620,43062,9061,10651
30457,17730,18835,10843
56781,47123,12070,8451
44660,28714,-276,15973
50437,20249,27318,27456
60469,37577,12146,21677
31511,25535,12117,4764
39732,29182,23358,8214
56859,25957,8958,30006
81473,21832,20683,57572
47928,37239,12062,9482
58867,27136,8381,30892
48395,15633,23528,30409
79133,35510,19615,41661
23791,17944,19600,3887
51419,18467,16838,31268
25616,41926,17995,0
12401,18036,8839,0
54461,6835,15558,46070
52092,36228,10356,14828
45727,26961,8055,17960
48407,27823,17054,18878
96474,26854,20790,67541
46127,32316,13083,12502
57651,22472,13939,33785
40259,44761,9309,0
54428,15237,15036,37687
46426,34448,18800,10098
43842,36421,18957,5525
77283,22403,17725,53107
67657,19762,11907,46704
52051,40171,11749,10705
15436,20091,18977,0
44584,23933,19059,18745
90545,38873,14140,50258
46540,30347,12869,14906
66548,12028,20836,52436
71629,47470,13200,22839
53284,24699,18729,26712
37372,25972,14315,9968
13470,32557,9762,0
60262,36250,23061,21705
37778,49611,15600,0
52642,13399,11446,38098
31252,38259,8045,0
46021,37430,8549,7736
50505,28628,13135,20563
54028,37872,24625,13693
33277,39342,12076,0
67953,16180,22237,49549
41046,47497,14346,0
24882,14412,9094,9560
48364,18646,12633,28454
50515,27382,8595,22273
52408,49249,10720,2087
70431,26917,10571,42456
46453,29680,5480,16225
48205,44320,22563,1628
33452,26996,16055,4850
62308,18215,11568,42936
52764,25827,16108,25326
43699,43707,10822,0
21429,30708,1644,0
71666,49306,29783,19381
31584,37379,15947,0
41130,23551,12054,16373
55375,30510,5330,24332
32051,21467,7529,9831
27597,23315,23272,1954
18140,74790,22509,0
60814,40186,18766,18751
41822,38610,9424,2269
93909,23768,22549,67886
35084,45695,17248,0
36178,40994,18274,0
41519,48816,17230,0
53647,48331,7465,4569
42946,15209,9009,26836
59184,18901,12448,39038
35321,19962,18218,13537
29276,20560,8097,7906
23026,33234,14123,0
16646,24331,14116,0
42228,50725,18963,0
45485,49046,18373,0
40528,29935,9948,9598
68651,49553,22233,16874
68420,44881,9183,22620
44977,25492,20461,17438
23091,9907,12249,11959
41499,27820,15819,12097
41002,23553,16129,15836
40142,32065,15988,6478
39534,30892,18372,6804
40198,30630,16957,7872
44201,35236,18918,7073
40466,17874,17323,20859
53124,34113,8677,18143
55405,25603,16348,28167
36340,31999,12180,3123
69065,39574,9453,28545
35299,17756,13550,16188
25732,27187,15916,0
55711,28814,16248,25272
37738,24857,20280,10853
54819,38998,21536,13667
13944,22796,16681,0
70886,24445,17585,44682
60084,22900,15476,35636
27492,40920,18836,0
27818,25075,17434,999
75083,34600,14727,39010
38939,49757,25759,0
37487,29251,12269,7009
16009,41120,22272,0
44738,46713,8228,0
46584,40271,19068,4406
60732,29831,22182,28682
29013,36421,5463,0
27195,17126,15694,8499
56764,22199,18577,32707
65100,23953,16259,39521
26432,52406,16890,0
66222,21874,15681,42779
50563,21725,9528,27885
66377,19560,26840,44133
48946,35598,12482,12099
12165,31426,17170,0
47720,40867,11765,5676
65902,36712,3620,28828
36593,16196,10377,19359
44180,21927,7761,21476
47357,43653,20457,1658
6507,27967,11965,0
75070,41875,12429,31952
36479,28503,9678,7008
57586,20323,15470,35716
48699,26967,11417,20590
68864,20319,19961,46548
56090,24344,16510,30095
46476,32009,12140,13253
36597,35116,19251,0
61967,14098,15039,46365
21898,29826,15107,0
59688,24133,7686,34786
33514,23515,14644,8534
68784,31326,16607,35797
52419,24495,21667,25757
59661,43821,11240,14716
51229,41880,26390,6710
23714,41818,17784,0
37089,25050,7402,11298
60085,20375,10774,38632
52499,30820,22104,19468
67714,28496,21216,37096
56049,23911,15090,30629
35499,18242,15749,15682
38059,29584,9176,7557
51543,25959,21607,23423
15289,36883,10061,0
75101,36651,19223,36527
56626,41007,21760,13443
68405,17407,15240,49474
26290,34010,19838,0
68668,22725,24238,43519
83472,17795,16339,64043
30186,25713,14123,3060
61571,40687,14665,19417
50016,26276,11285,22611
26833,45654,11172,0
57393,35488,17212,20183
62504,26059,14180,35027
40983,41600,16637,0
67488,34453,7550,32280
24998,20674,14536,2870
27578,48588,20150,0
52048,32594,9405,18513
50380,30187,15082,18684
39251,21444,5726,17234
62143,41795,8472,19500
57963,35172,19038,20887
62872,36292,13453,25234
48152,24924,24110,20817
59038,38341,17162,18980
43315,39118,17652,2431
80807,23312,9617,56533
37811,15830,13074,20673
81579,35813,11336,44632
50523,14266,9672,35289
29367,31520,18319,0
70521,25527,19322,43061
51888,42186,16994,8002
62766,26071,10859,35609
68357,41072,16653,25619
55069,24857,5436,29668
41116,39999,21615,0
64635,50603,8509,13181
50011,19319,9397,29752
60287,32920,15576,25809
17694,57487,16020,0
56704,30665,14636,24575
40421,30617,9449,8859
74799,37884,20666,34848
59346,30410,6570,28279
53597,12927,7583,39911
57294,41322,14465,14525
35023,9970,8678,24185
74348,25832,21113,46404
79870,42074,9108,36885
55893,26434,22785,27180
73856,23063,20175,48775
41462,38792,21175,552
38043,21488,24435,14111
50613,17777,15406,31295
56524,32745,9935,22785
44090,28170,14484,14471
58066,17563,12166,39286
54595,36369,11454,17080
35025,34644,15754,0
57781,26402,13441,30034
62952,27086,11238,34742
52572,34703,13772,16491
67289,41903,17744,23611
31738,27172,19782,2587
57019,36546,6985,19774
32445,35652,13483,0
33288,38793,14293,0
40536,30393,9087,9234
35869,20876,14401,13552
41780,25375,15739,14831
46787,33428,17594,11599
62557,48184,15385,12834
45182,25159,10595,18963
26215,38047,25060,0
67101,26719,19145,38467
37443,31104,17763,4562
49119,45153,20024,1963
56698,37642,16223,17433
52994,17587,21431,33263
66412,24275,15284,40608
57185,42562,15008,13122
37080,31418,18176,3844
82678,18511,22881,61878
52915,21810,22560,28849
47789,37034,17964,8958
64458,39944,17583,22755
53741,30178,18480,21715
55988,54753,19928,0
87382,38241,21493,46991
45873,27565,13817,16926
45233,21842,21590,21232
51748,20251,16714,29825
66072,33354,18254,30892
27401,25112,21909,98
20516,46737,18735,0
41193,44663,19579,0
25491,36330,13052,0
43627,18210,22491,23167
57537,23277,18478,32412
36638,42556,15630,0
28597,24369,20505,2177
51040,41221,27939,7025
62938,34746,9155,27276
24575,30517,10981,0
62303,22971,28426,36489
62259,29057,17133,31488
64311,31896,15954,30819
68277,40325,14423,26509
83030,21142,21042,59783
44658,27371,28056,14481
51643,30448,11674,20027
43753,36626,14515,5675
50029,20915,13246,27789
72993,16834,18664,54292
29824,36739,21111,0
37084,14820,23104,19953
70657,42849,18833,25924
65300,28440,27596,34100
44553,14524,12126,28816
62816,25195,10827,36538
55118,33791,22346,19092
72504,24672,15614,46270
51117,30200,8120,20105
65384,37400,13419,26642
89630,27978,16278,60024
58971,20629,11768,37165
50739,27010,9926,22736
60836,44148,13961,15291
44520,46850,9677,0
85819,9800,18175,74201
52701,40910,5280,11263
45906,32501,15452,11859
37464,39239,17597,0
66458,24495,14547,40508
63007,12317,20466,48643
42539,35844,8147,5880
58646,20590,11494,36906
27371,16117,13349,9919
52774,16815,18563,34102
56791,36009,16092,19172
75609,31394,25716,41643
38437,37824,10971,0
30824,36690,8025,0
36568,25790,23945,8383
29951,29295,7845,0
70049,24885,18415,43322
73229,27896,10106,44322
54803,20327,4653,34010
68319,33904,13126,33102
52009,40751,19497,9308
48573,21833,8891,25850
45004,42812,17880,404
45344,31135,18814,12327
26782,32410,8641,0
53963,13005,13861,39571
49394,11927,22885,35178
61180,31441,18252,27913
51402,37897,13692,12135
47559,23286,17076,22565
36932,46700,11573,0
51082,37349,20568,11676
61073,20916,20566,38100
32849,30308,15604,980
51312,54769,16153,0
53495,17574,10006,34920
39229,35282,8239,3123
41182,26772,13116,13098
53459,37068,14562,14934
32998,42672,20313,0
55248,26137,19612,27149
36569,41189,15924,0
65942,52212,20952,11634
85067,30662,10282,53376
37088,37848,20386,0
58013,24095,11047,32813
39098,30192,21198,6786
65614,28233,14933,35887
31021,37969,5008,0
57208,42046,18650,13297
36905,28903,19047,6097
46895,45336,12717,287
34534,45300,13143,0
62335,38468,14202,22446
37445,24839,5374,12068
58279,23881,3176,34080
44838,21876,21508,20811
48282,39491,10879,7703
52216,17882,24276,31906
38572,36768,21852,0
53155,19188,22835,31683
72955,38235,11748,33545
38328,30172,6957,7460
67577,43336,9565,23284
72471,41414,12767,29780
37757,44350,3133,0
28174,44608,12622,0
54529,31436,13991,21693
41788,18412,8527,22523
78029,19474,9797,57575
50522,9131,13897,40001
37967,19163,16781,17125
32792,30688,10545,1049
66348,24403,16461,40298
41432,28198,15684,11665
50657,34927,15234,14206
64337,26959,11739,36204
42736,18781,8333,23121
49311,29467,23482,17495
49751,21015,18151,26920
60249,27292,20028,30954
58861,43427,14581,13975
46698,27294,14179,17986
50954,47709,17453,1499
44423,44316,5826,0
27835,24206,9426,2686
53864,18888,11011,33874
78382,29474,12727,47635
36744,41533,10601,0
38404,25098,16664,11639
36939,39080,15407,0
60868,42084,21964,16587
56727,22259,27368,31731
47621,23239,8685,23513
36229,37126,15736,0
